TransactionID,CustomerTenureYears,CustomerSegment,EstimatedIncome,CreditScore,RiskFlag,FraudProbability,ChannelType,CustomerBehaviorScore
TXN00434,6,High Value,2652721,620,Low,0.239,Intent,15
TXN00435,0,Mid Value,1900386,611,Low,0.011,QR,98
TXN00436,1,Low Value,2194606,694,Low,0.228,Autopay,75
TXN00437,5,Mid Value,984572,630,Medium,0.146,Autopay,32
TXN00438,6,Premium,2337898,795,Low,0.247,Autopay,20
TXN00439,5,High Value,580000,857,High,0.095,Intent,19
TXN00440,8,High Value,718617,591,Medium,0.234,Mobile,99
TXN00441,8,Mid Value,1759427,569,Low,0.085,Autopay,64
TXN00442,5,High Value,1382933,670,Low,0.027,Mobile,40
TXN00443,5,Premium,211637,670,High,0.151,Mobile,83
TXN00444,7,Low Value,2542091,747,Low,0.049,Mobile,77
TXN00445,5,Premium,2295936,802,High,0.002,QR,49
TXN00446,9,Low Value,3164278,656,Medium,0.002,Intent,91
TXN00447,1,Mid Value,941169,817,High,0.07,Intent,46
TXN00448,3,Mid Value,1098075,597,High,0.067,Mobile,77
TXN00449,9,Premium,1391388,856,High,0.157,Intent,41
TXN00450,3,Low Value,1459435,754,Low,0.097,QR,20
TXN00451,3,High Value,699545,805,Low,0.013,QR,45
TXN00452,3,Mid Value,217120,764,High,0.199,Mobile,98
TXN00453,6,High Value,2683966,778,High,0.125,Mobile,35
TXN00454,1,High Value,2324608,646,Low,0.033,QR,31
TXN00455,3,Low Value,413133,689,Medium,0.193,Autopay,6
TXN00456,0,Low Value,939412,824,Low,0.057,QR,76
TXN00457,5,Low Value,1127424,575,Low,0.009,Autopay,8
TXN00458,0,Premium,1380481,875,High,0.181,Mobile,1
TXN00459,5,Low Value,1806097,813,Medium,0.18,Autopay,61
TXN00460,2,Low Value,1284881,646,High,0.05,QR,11
TXN00461,7,High Value,3154221,872,Medium,0.137,Autopay,27
TXN00462,6,Mid Value,1743415,620,Medium,0.062,Intent,88
TXN00463,4,Low Value,1704989,736,Medium,0.235,QR,47
TXN00464,0,Low Value,1759242,635,Low,0.149,Intent,23
TXN00465,2,Mid Value,1171090,659,High,0.073,Mobile,42
TXN00466,4,Low Value,1338755,629,Low,0.16,Autopay,81
TXN00467,8,Premium,451597,782,Medium,0.036,Intent,47
TXN00468,7,Low Value,571701,577,Low,0.148,Intent,59
TXN00469,6,Mid Value,1096760,801,Low,0.222,QR,56
TXN00470,7,Mid Value,1356056,602,Medium,0.06,QR,38
TXN00471,7,Premium,472913,591,Low,0.084,Mobile,14
TXN00472,1,Low Value,3077481,627,Medium,0.171,Intent,47
TXN00473,7,Premium,1589273,863,High,0.139,Autopay,69
TXN00474,7,Mid Value,768231,721,High,0.142,Autopay,18
TXN00475,3,High Value,1139118,763,Medium,0.019,Mobile,19
TXN00476,8,Premium,811284,852,Medium,0.223,QR,1
TXN00477,3,Mid Value,1196426,793,Low,0.013,Mobile,90
TXN00478,0,Mid Value,1505273,648,High,0.112,Autopay,21
TXN00479,6,Premium,1721782,618,Low,0.092,Intent,35
TXN00480,3,Low Value,1327309,817,High,0.13,Autopay,6
TXN00481,0,Low Value,2177757,649,High,0.073,Autopay,93
TXN00482,6,High Value,1387257,806,High,0.228,Mobile,60
TXN00483,5,High Value,2593784,711,Low,0.02,Intent,19
TXN00484,9,Premium,333548,551,Medium,0.096,QR,97
TXN00485,6,Premium,3044107,683,Medium,0.076,Intent,76
TXN00486,4,Mid Value,3165168,766,Medium,0.107,Mobile,18
TXN00487,6,Premium,2014707,602,Medium,0.154,Mobile,88
TXN00488,6,High Value,1676566,559,Low,0.008,QR,6
TXN00489,2,Mid Value,3104013,778,Medium,0.204,Intent,19
TXN00490,2,Low Value,3062720,718,Low,0.008,Mobile,89
TXN00491,4,High Value,2148258,682,Medium,0.157,QR,19
TXN00492,1,Mid Value,2900216,635,High,0.175,Intent,74
TXN00493,2,High Value,944586,685,High,0.101,Intent,30
TXN00494,3,Premium,514908,729,High,0.189,Intent,96
TXN00495,9,Low Value,2771562,881,Medium,0.208,Mobile,87
TXN00496,3,High Value,1008551,754,High,0.085,Intent,15
TXN00497,6,Mid Value,1845090,783,Medium,0.235,Autopay,42
TXN00498,7,Low Value,2310697,797,High,0.195,QR,91
TXN00499,0,Premium,3114025,632,Low,0.218,QR,63
TXN00500,3,Mid Value,2224894,671,Medium,0.137,Mobile,32
TXN00501,3,Mid Value,2584130,812,High,0.13,Autopay,40
TXN00502,6,Mid Value,727748,644,Medium,0.093,Intent,35
TXN00503,8,Low Value,1521481,792,Low,0.177,Mobile,80
TXN00504,6,Low Value,1294230,585,Medium,0.212,Autopay,40
TXN00505,5,Premium,2524935,884,Low,0.184,Intent,61
TXN00506,1,Low Value,490013,667,Low,0.168,Mobile,79
TXN00507,3,Mid Value,1477274,898,Low,0.21,QR,60
TXN00508,2,Low Value,3003566,775,High,0.185,QR,15
TXN00509,6,High Value,1878741,634,Medium,0.183,QR,72
TXN00510,3,High Value,2280251,598,Low,0.16,Autopay,34
TXN00511,6,High Value,855751,718,Low,0.232,Intent,60
TXN00512,7,Premium,1197960,701,Low,0.154,Autopay,10
TXN00513,2,High Value,3129373,667,Medium,0.242,Intent,13
TXN00514,8,Premium,900266,846,Low,0.246,QR,24
TXN00515,0,Mid Value,555221,605,Medium,0.22,Autopay,16
TXN00516,1,Premium,1630749,747,Low,0.173,Autopay,38
TXN00517,8,Premium,1226962,818,Low,0.041,Mobile,43
TXN00518,6,Mid Value,927555,729,Low,0.227,Intent,87
TXN00519,0,Low Value,2015135,661,Medium,0.176,Autopay,73
TXN00520,0,High Value,857655,597,Medium,0.224,Mobile,78
TXN00521,1,Mid Value,2654698,767,Low,0.11,Mobile,45
TXN00522,2,High Value,335786,646,Medium,0.146,QR,91
TXN00523,7,Premium,1368672,722,Medium,0.009,Mobile,55
TXN00524,7,High Value,2164567,627,High,0.18,Autopay,75
TXN00525,4,Low Value,2818533,656,High,0.064,Mobile,29
TXN00526,4,Low Value,862134,669,Medium,0.185,QR,32
TXN00527,0,High Value,2677187,791,High,0.222,Autopay,81
TXN00528,1,Premium,857140,899,Low,0.098,QR,46
TXN00529,0,Low Value,778654,552,Medium,0.096,QR,5
TXN00530,8,Low Value,1569142,728,High,0.131,Autopay,88
TXN00531,5,Low Value,2287138,567,Medium,0.036,Autopay,72
TXN00532,6,Mid Value,1181394,808,Medium,0.207,Autopay,68
TXN00533,2,Low Value,1783445,625,Medium,0.25,Autopay,63
TXN00534,5,Low Value,1663370,605,Medium,0.185,Mobile,1
TXN00535,4,Mid Value,547205,843,Medium,0.034,QR,72
TXN00536,3,Mid Value,606125,845,Medium,0.16,QR,52
TXN00537,0,High Value,447854,578,High,0.179,QR,2
TXN00538,6,Mid Value,2679369,614,High,0.144,Autopay,55
TXN00539,2,Low Value,1083726,836,Low,0.155,Mobile,58
TXN00540,1,Low Value,1121566,574,Low,0.186,Intent,84
TXN00541,9,High Value,2030814,729,Medium,0.133,Autopay,87
TXN00542,4,Low Value,1640512,718,High,0.142,Intent,30
TXN00543,4,High Value,1990725,725,High,0.249,Intent,90
TXN00544,0,Low Value,3150578,723,Low,0.207,Intent,88
TXN00545,9,Mid Value,1380095,796,Low,0.158,Autopay,18
TXN00546,8,High Value,1728203,770,Low,0.212,Intent,73
TXN00547,7,Mid Value,2247719,891,Medium,0.224,Autopay,3
TXN00548,7,Low Value,2447632,634,Low,0.198,Mobile,8
TXN00549,6,High Value,3179657,687,Medium,0.222,QR,14
TXN00550,1,High Value,2721491,732,Medium,0.002,Intent,4
TXN00551,7,Premium,2227985,574,Medium,0.06,Intent,7
TXN00552,2,Premium,2022300,849,High,0.057,QR,81
TXN00553,4,Low Value,319700,720,High,0.232,Mobile,93
TXN00554,5,Low Value,2831048,700,Medium,0.009,QR,37
TXN00555,6,Mid Value,2804165,815,High,0.006,Autopay,57
TXN00556,7,Low Value,1549962,881,High,0.219,Mobile,22
TXN00557,2,Premium,703181,769,High,0.18,QR,37
TXN00558,0,Premium,539576,637,High,0.015,Mobile,44
TXN00559,5,High Value,1996934,781,High,0.097,Autopay,63
TXN00560,2,High Value,995141,574,Medium,0.089,Autopay,3
TXN00561,7,Premium,2495058,615,High,0.021,Autopay,82
TXN00562,9,Mid Value,650719,839,Medium,0.146,Intent,66
TXN00563,9,Low Value,2007322,594,Low,0.148,Intent,69
TXN00564,7,Low Value,2737200,863,High,0.213,Intent,26
TXN00565,1,Premium,2308791,878,Medium,0.105,Intent,73
TXN00566,1,Premium,3160772,751,High,0.145,Mobile,92
TXN00567,4,High Value,3019272,876,High,0.118,Mobile,49
TXN00568,6,Premium,1519151,892,Low,0.078,Autopay,78
TXN00569,5,Premium,1821696,701,Medium,0.17,Autopay,42
TXN00570,6,Mid Value,491800,878,Low,0.155,QR,73
TXN00571,4,Low Value,1610310,563,High,0.233,Autopay,22
TXN00572,1,Premium,469367,659,Medium,0.025,Intent,90
TXN00573,1,Low Value,2621794,817,Low,0.148,Mobile,7
TXN00574,5,Mid Value,1438644,877,High,0.045,QR,61
TXN00575,1,High Value,286875,893,Medium,0.112,QR,28
TXN00576,2,High Value,711519,579,Medium,0.041,Mobile,17
TXN00577,6,Mid Value,3095807,773,High,0.112,Mobile,15
TXN00578,2,Low Value,2034410,648,Medium,0.212,Autopay,45
TXN00579,3,Premium,1984651,695,Low,0.243,Mobile,71
TXN00580,3,Mid Value,1095044,875,Low,0.159,Intent,48
TXN00581,2,High Value,865554,580,Low,0.022,Intent,82
TXN00582,3,Mid Value,3167350,715,High,0.023,Mobile,21
TXN00583,0,Premium,1667297,736,Low,0.196,Autopay,21
TXN00584,0,High Value,531505,812,High,0.247,Mobile,47
TXN00585,1,Premium,343533,562,Low,0.231,QR,72
TXN00586,5,Premium,1667900,555,Low,0.179,Autopay,2
TXN00587,0,Mid Value,613671,581,Low,0.176,QR,19
TXN00588,5,Premium,1465991,831,Low,0.071,Autopay,53
TXN00589,8,Premium,872234,849,High,0.2,Autopay,41
TXN00590,8,Premium,2592115,586,High,0.015,Autopay,52
TXN00591,0,High Value,1835290,632,High,0.15,QR,96
TXN00592,0,Premium,2462419,746,Medium,0.041,QR,13
TXN00593,0,Mid Value,2560768,630,Low,0.065,QR,50
TXN00594,9,Low Value,601281,761,Low,0.024,Mobile,59
TXN00595,8,Low Value,956063,702,Low,0.155,Mobile,78
TXN00596,5,Mid Value,2643349,710,Medium,0.07,Intent,83
TXN00597,9,Low Value,1020121,724,Low,0.046,Mobile,26
TXN00598,3,Low Value,1141107,757,Low,0.207,QR,29
TXN00599,4,High Value,1685524,771,Medium,0.051,QR,20
TXN00600,0,Low Value,187129,835,Low,0.136,Intent,80
TXN00601,9,Low Value,2830076,731,High,0.063,Mobile,32
TXN00602,8,Premium,796277,720,Low,0.212,Mobile,79
TXN00603,6,High Value,2037084,702,Medium,0.239,QR,39
TXN00604,3,Premium,349949,795,Medium,0.196,Intent,59
TXN00605,9,Low Value,491777,691,Low,0.112,Autopay,90
TXN00606,9,Mid Value,588681,661,Low,0.21,QR,1
TXN00607,0,High Value,2932965,607,Low,0.215,QR,27
TXN00608,8,Premium,2987741,696,Medium,0.073,Mobile,37
TXN00609,1,Premium,1743642,771,High,0.183,QR,58
TXN00610,6,Mid Value,346213,733,Medium,0.24,Mobile,8
TXN00611,6,Low Value,2565239,811,Medium,0.237,QR,15
TXN00612,1,Low Value,537115,663,Low,0.063,Mobile,51
TXN00613,3,Mid Value,2229803,875,Medium,0.184,Intent,9
TXN00614,7,Premium,325226,763,Low,0.125,Autopay,12
TXN00615,3,Mid Value,2432796,615,Low,0.006,QR,52
TXN00616,2,High Value,1753076,868,Low,0.148,QR,42
TXN00617,3,Mid Value,693229,825,Medium,0.245,QR,91
TXN00618,0,High Value,812054,584,High,0.152,Autopay,64
TXN00619,2,Premium,2995528,652,Medium,0.019,Intent,78
TXN00620,8,Mid Value,2170633,799,High,0.016,QR,8
TXN00621,2,High Value,2236174,858,Medium,0.164,Intent,48
TXN00622,9,High Value,3089363,771,High,0.047,Intent,38
TXN00623,0,Premium,1698893,893,Medium,0.16,Mobile,18
TXN00624,1,Premium,1578047,815,Medium,0.169,Mobile,24
TXN00625,3,High Value,2135511,798,High,0.087,QR,12
TXN00626,9,Low Value,2396208,729,High,0.105,Autopay,78
TXN00627,4,Premium,2975105,872,Medium,0.129,Autopay,48
TXN00628,8,High Value,2728285,841,Low,0.089,Intent,59
TXN00629,8,High Value,503254,551,Low,0.243,QR,3
TXN00630,8,High Value,2389006,839,Medium,0.134,Intent,16
TXN00631,2,Low Value,490341,829,Low,0.156,Mobile,45
TXN00632,8,Mid Value,1662214,581,Medium,0.033,QR,61
TXN00633,6,Mid Value,2465484,828,Medium,0.06,Autopay,39
TXN00634,4,Low Value,508180,808,Low,0.049,Intent,87
TXN00635,9,High Value,2716267,667,Low,0.097,Intent,78
TXN00636,0,Mid Value,1453393,789,Medium,0.107,Mobile,41
TXN00637,5,Low Value,2618568,749,Low,0.021,QR,44
TXN00638,5,Premium,2776086,573,Medium,0.045,Mobile,3
TXN00639,6,Mid Value,1410270,730,High,0.158,Mobile,85
TXN00640,1,High Value,2870560,737,Low,0.174,Intent,24
TXN00641,7,Mid Value,490067,821,High,0.02,QR,70
TXN00642,6,Premium,1591420,586,Medium,0.206,Mobile,90
TXN00643,5,Premium,195665,780,Medium,0.093,Mobile,9
TXN00644,7,Low Value,314676,815,Medium,0.148,Mobile,61
TXN00645,1,High Value,2893730,613,High,0.071,Autopay,33
TXN00646,9,Premium,2491238,605,Medium,0.187,Mobile,7
TXN00647,7,Premium,2083675,799,High,0.207,QR,24
TXN00648,5,High Value,2348842,558,Low,0.132,Mobile,58
TXN00649,6,Mid Value,1988762,796,Low,0.162,Mobile,44
TXN00650,7,Mid Value,929467,652,Low,0.161,Mobile,54
TXN00651,6,High Value,2153774,748,Low,0.247,Autopay,67
TXN00652,7,Premium,540132,581,Medium,0.038,Autopay,26
TXN00653,5,Low Value,2909244,590,High,0.131,Autopay,70
TXN00654,6,Low Value,2796305,703,Low,0.14,Mobile,59
TXN00655,8,Mid Value,2547516,696,Medium,0.118,Mobile,37
TXN00656,7,Low Value,1587879,579,High,0.11,QR,46
TXN00657,4,Low Value,2371247,668,Medium,0.044,Intent,54
TXN00658,2,Premium,323451,759,Medium,0.149,Autopay,74
TXN00659,4,High Value,705260,638,High,0.184,Autopay,86
TXN00660,0,High Value,1070991,788,High,0.082,Autopay,65
TXN00661,0,Premium,2357097,847,High,0.244,Mobile,24
TXN00662,3,Low Value,895660,898,Medium,0.097,Autopay,58
TXN00663,5,High Value,452866,573,Medium,0.19,Mobile,69
TXN00664,9,Mid Value,1772743,552,Medium,0.128,QR,60
TXN00665,0,High Value,3091629,603,Low,0.187,Intent,31
TXN00666,3,Low Value,2101069,702,Medium,0.196,Mobile,19
TXN00667,6,High Value,901833,624,Medium,0.215,Autopay,33
TXN00668,5,High Value,1270870,805,High,0.142,Intent,80
TXN00669,1,Low Value,2829907,595,Low,0.242,Autopay,91
TXN00670,1,Low Value,1137644,854,Low,0.11,Autopay,19
TXN00671,8,Premium,2154999,742,High,0.119,QR,65
TXN00672,4,High Value,2487507,775,High,0.207,QR,98
TXN00673,7,Premium,410189,743,Medium,0.183,Mobile,23
TXN00674,0,Premium,2684216,792,High,0.063,Autopay,5
TXN00675,1,Premium,469603,795,High,0.056,Intent,90
TXN00676,7,Premium,2736491,600,Low,0.067,QR,4
TXN00677,1,High Value,1158613,562,High,0.225,Intent,38
TXN00678,5,High Value,1414635,580,Low,0.114,QR,37
TXN00679,4,Mid Value,871540,623,Medium,0.208,Mobile,26
TXN00680,5,Premium,364175,636,High,0.08,Autopay,27
TXN00681,6,Mid Value,1340503,700,High,0.059,Intent,34
TXN00682,2,Low Value,1192171,707,High,0.148,Mobile,87
TXN00683,5,Low Value,1335618,733,High,0.09,Mobile,63
TXN00684,3,Mid Value,505487,754,Medium,0.074,Mobile,11
TXN00685,9,High Value,1441238,895,Low,0.238,Mobile,86
TXN00686,3,Premium,2253641,717,High,0.23,Mobile,78
TXN00687,9,Low Value,3060917,566,Medium,0.178,QR,8
TXN00688,5,Low Value,931737,592,Low,0.219,Intent,17
TXN00689,1,Premium,2334645,822,Medium,0.089,Mobile,51
TXN00690,9,High Value,1533606,662,Low,0.147,Intent,96
TXN00691,7,Low Value,2962132,678,High,0.198,QR,59
TXN00692,7,Mid Value,1593837,858,Medium,0.052,Mobile,7
TXN00693,0,Low Value,1786546,897,Medium,0.098,Autopay,45
TXN00694,8,Low Value,847612,620,Low,0.216,Autopay,50
TXN00695,6,Mid Value,2229340,722,High,0.113,Mobile,23
TXN00696,1,Premium,2265304,706,Low,0.085,Autopay,7
TXN00697,2,Premium,1233117,711,Low,0.153,Intent,14
TXN00698,0,Low Value,1017243,586,Medium,0.224,QR,53
TXN00699,4,Mid Value,2118028,770,High,0.236,Intent,25
TXN00700,4,Premium,2485881,861,High,0.152,Autopay,5
TXN00701,6,Mid Value,547318,618,High,0.083,Autopay,92
TXN00702,1,Low Value,1781667,657,Medium,0.123,QR,64
TXN00703,0,High Value,3038841,610,High,0.014,Autopay,46
TXN00704,9,Premium,1950335,607,Medium,0.163,Mobile,60
TXN00705,4,Premium,292892,649,Medium,0.209,Intent,70
TXN00706,9,Premium,2633423,718,Low,0.171,Autopay,23
TXN00707,3,High Value,1103294,880,Medium,0.075,QR,3
TXN00708,0,High Value,1297894,730,Low,0.101,Mobile,59
TXN00709,5,Premium,1325345,586,Low,0.179,Intent,30
TXN00710,1,Mid Value,1937239,786,Medium,0.136,Autopay,83
TXN00711,1,High Value,2001268,758,Medium,0.231,QR,3
TXN00712,9,High Value,742178,704,High,0.134,Autopay,35
TXN00713,6,High Value,2252229,793,Low,0.207,Autopay,9
TXN00714,0,Low Value,1875168,831,High,0.142,QR,70
TXN00715,2,High Value,553603,565,Low,0.057,Mobile,9
TXN00716,8,Low Value,486485,645,Medium,0.202,Intent,64
TXN00717,3,Low Value,3128335,687,Low,0.186,Autopay,4
TXN00718,7,Premium,2337985,685,Medium,0.112,Mobile,75
TXN00719,2,Premium,428800,759,High,0.177,QR,64
TXN00720,5,Premium,1601402,747,Low,0.246,QR,80
TXN00721,6,High Value,428361,682,High,0.111,QR,5
TXN00722,0,High Value,1572164,642,Medium,0.119,Mobile,86
TXN00723,4,High Value,1491109,721,High,0.248,QR,18
TXN00724,2,High Value,1132218,582,Medium,0.223,Autopay,86
TXN00725,3,Mid Value,1166388,664,Medium,0.063,Autopay,26
TXN00726,1,High Value,2527315,788,Medium,0.008,Mobile,27
TXN00727,0,Mid Value,390306,661,Low,0.108,Mobile,30
TXN00728,5,High Value,2402430,671,Medium,0.246,Mobile,27
TXN00729,7,Premium,1450051,604,High,0.186,Mobile,50
TXN00730,0,High Value,1582160,618,High,0.061,QR,33
TXN00731,2,High Value,2135530,843,Low,0.055,Intent,93
TXN00732,2,Low Value,339359,824,High,0.187,Intent,5
TXN00733,0,Low Value,1189585,862,Medium,0.149,Intent,84
TXN00734,9,High Value,2280285,682,Medium,0.113,Mobile,20
TXN00735,5,High Value,3000121,811,Low,0.041,Autopay,45
TXN00736,1,Low Value,328478,611,High,0.086,Mobile,64
TXN00737,1,Low Value,304685,655,High,0.14,Intent,58
TXN00738,6,Mid Value,2697550,660,Medium,0.055,Intent,69
TXN00739,3,Mid Value,1052336,712,High,0.156,QR,75
TXN00740,2,Premium,1447348,779,Medium,0.018,Mobile,1
TXN00741,1,High Value,2032160,800,Low,0.222,Autopay,67
TXN00742,1,Premium,2059431,744,Low,0.098,Mobile,88
TXN00743,2,Mid Value,2175693,590,High,0.017,Autopay,11
TXN00744,7,Premium,2911092,761,Medium,0.043,Autopay,22
TXN00745,5,Low Value,2364736,788,Low,0.145,Autopay,37
TXN00746,2,Low Value,1733713,608,Medium,0.025,QR,70
TXN00747,9,Mid Value,1059729,703,Low,0.005,Intent,33
TXN00748,4,Premium,1400353,888,Low,0.126,QR,29
TXN00749,7,Premium,1050157,839,Medium,0.126,Mobile,44
TXN00750,3,Mid Value,1631366,799,High,0.176,Intent,42
TXN00751,5,Mid Value,3141874,651,High,0.108,Intent,14
TXN00752,0,Low Value,1676787,646,High,0.217,Intent,61
TXN00753,2,High Value,1858496,693,High,0.116,Autopay,22
TXN00754,1,Low Value,1354528,657,Medium,0.211,Intent,84
TXN00755,4,Mid Value,1586601,592,Low,0.049,QR,98
TXN00756,9,Premium,432098,779,Medium,0.233,Intent,82
TXN00757,4,Premium,3125049,551,Medium,0.186,Mobile,86
TXN00758,6,Premium,2398605,669,Low,0.029,Intent,37
TXN00759,9,Mid Value,695861,760,Medium,0.121,Mobile,54
TXN00760,3,Premium,2208277,596,High,0.077,Autopay,74
TXN00761,8,Low Value,2252859,689,Medium,0.009,Mobile,60
TXN00762,8,Premium,934074,665,High,0.244,Mobile,38
TXN00763,7,Low Value,2530076,823,Medium,0.017,Intent,76
TXN00764,1,Mid Value,1767128,717,High,0.058,Autopay,36
TXN00765,8,Low Value,1674044,610,Low,0.123,QR,14
TXN00766,7,High Value,3140027,685,High,0.191,Intent,13
TXN00767,8,Premium,3134544,786,High,0.227,QR,42
TXN00768,9,Low Value,777719,783,Low,0.044,QR,96
TXN00769,2,Low Value,3057200,732,High,0.119,Autopay,13
TXN00770,2,Low Value,2906576,622,Medium,0.19,QR,26
TXN00771,5,High Value,1822959,624,Medium,0.125,Mobile,21
TXN00772,5,High Value,1160815,568,Low,0.233,Autopay,4
TXN00773,3,Premium,1649584,882,Medium,0.017,Intent,86
TXN00774,5,High Value,278674,605,High,0.189,QR,93
TXN00775,9,Low Value,366758,668,Medium,0.086,Autopay,15
TXN00776,2,Mid Value,900112,681,Low,0.003,Intent,78
TXN00777,7,Low Value,2011805,632,Medium,0.196,Mobile,55
TXN00778,4,Premium,696151,843,Medium,0.213,QR,21
TXN00779,1,Low Value,1931402,772,High,0.205,QR,53
TXN00780,6,High Value,933601,657,High,0.142,QR,20
TXN00781,9,Low Value,345134,831,Medium,0.013,QR,36
TXN00782,8,Low Value,1804161,838,Low,0.055,QR,86
TXN00783,1,Mid Value,2566837,602,High,0.086,QR,54
TXN00784,8,Mid Value,2096485,663,Low,0.186,QR,93
TXN00785,1,High Value,2699714,653,High,0.084,Mobile,95
TXN00786,6,Mid Value,1275714,698,High,0.058,Intent,88
TXN00787,2,Low Value,2204003,805,High,0.067,Autopay,57
TXN00788,6,Low Value,340071,672,High,0.149,Mobile,36
TXN00789,1,Mid Value,1417984,772,Medium,0.174,Autopay,92
TXN00790,8,High Value,748678,712,Medium,0.166,Autopay,1
TXN00791,3,Low Value,314808,754,Low,0.194,Intent,28
TXN00792,7,Mid Value,3024583,574,Medium,0.144,QR,39
TXN00793,0,Premium,2535010,651,High,0.009,Mobile,99
TXN00794,7,Low Value,1697399,768,Low,0.125,Mobile,95
TXN00795,0,High Value,1964312,841,Low,0.017,Intent,29
TXN00796,0,High Value,2861130,786,Low,0.15,Mobile,44
TXN00797,7,Low Value,1887333,727,Medium,0.192,Intent,4
TXN00798,3,Premium,2365557,874,Medium,0.167,QR,89
TXN00799,9,Premium,457721,762,High,0.007,Intent,35
TXN00800,5,Premium,986843,718,Low,0.238,QR,63
TXN00801,2,Mid Value,2950079,574,Low,0.031,QR,44
TXN00802,5,Low Value,2718520,660,Medium,0.068,Mobile,12
TXN00803,1,Mid Value,2932423,729,Medium,0.114,QR,54
TXN00804,2,Mid Value,2724734,896,Low,0.149,Intent,16
TXN00805,5,Mid Value,1730526,890,Low,0.151,Mobile,46
TXN00806,3,High Value,1171845,573,High,0.124,Intent,19
TXN00807,3,Low Value,785318,839,High,0.162,Mobile,9
TXN00808,6,Premium,2036362,828,Low,0.043,Autopay,99
TXN00809,1,Premium,1969540,874,Medium,0.05,Mobile,75
TXN00810,8,Mid Value,2504382,666,High,0.221,Intent,60
TXN00811,1,High Value,1756576,825,High,0.101,Intent,37
TXN00812,8,Premium,2585035,853,Low,0.028,Mobile,34
TXN00813,6,Mid Value,1136586,789,High,0.191,QR,1
TXN00814,4,Premium,2083692,638,Low,0.071,Intent,45
TXN00815,6,Low Value,2078851,595,Low,0.163,Autopay,96
TXN00816,9,Mid Value,2055388,818,Medium,0.128,Intent,54
TXN00817,5,High Value,1749443,827,High,0.083,Intent,32
TXN00818,4,Mid Value,2331445,748,Low,0.108,Autopay,46
TXN00819,7,Mid Value,2788714,594,Low,0.091,Mobile,79
TXN00820,2,Low Value,814360,851,Low,0.24,QR,20
TXN00821,0,Mid Value,1960303,789,Medium,0.113,Mobile,52
TXN00822,2,Premium,207770,664,Low,0.091,Mobile,43
TXN00823,0,Premium,2785994,568,Low,0.007,Intent,18
TXN00824,5,Low Value,2980837,637,Medium,0.225,Autopay,11
TXN00825,9,Premium,1564187,778,High,0.202,Autopay,46
TXN00826,4,Low Value,2364228,795,Medium,0.112,Intent,34
TXN00827,1,Mid Value,2834334,571,Low,0.035,Autopay,26
TXN00828,4,High Value,1385736,609,High,0.174,Intent,74
TXN00829,5,Low Value,185729,691,High,0.021,Autopay,64
TXN00830,2,Mid Value,1669562,825,Low,0.06,QR,11
TXN00831,9,Low Value,2807950,622,Low,0.154,Intent,95
TXN00832,3,Premium,938362,820,High,0.053,Intent,55
TXN00833,1,Low Value,1420882,828,Low,0.059,Mobile,85
TXN00834,5,High Value,2699396,557,High,0.075,Intent,32
TXN00835,1,Mid Value,870487,563,Low,0.215,Intent,73
TXN00836,1,Premium,2307076,681,Low,0.129,Mobile,95
TXN00837,7,High Value,915043,631,Medium,0.171,Autopay,43
TXN00838,1,Mid Value,2278300,553,Low,0.087,Mobile,49
TXN00839,2,Mid Value,2571756,730,Medium,0.138,Intent,30
TXN00840,6,High Value,963458,726,Low,0.18,Autopay,49
TXN00841,0,High Value,329408,725,High,0.077,QR,64
TXN00842,7,High Value,2456769,806,Low,0.075,Mobile,15
TXN00843,7,Mid Value,1012353,678,Medium,0.178,Intent,71
TXN00844,4,Premium,1398909,600,High,0.077,Mobile,65
TXN00845,3,Mid Value,1267911,699,Low,0.126,Intent,36
TXN00846,2,High Value,359170,747,Medium,0.131,QR,16
